Rank,Title,Interventions,URL
1707,Retrospective Study on Severe Respiratory Illness to Access the Presence of COVID-19,,https://ClinicalTrials.gov/show/NCT04346056
1708,[COVID-19] Reduction of Sars-CoV-2 Oral Viral Load With Prophylactic Mouth Rinse,Other: Water (E) Mouth rinse with the solution provided|Other: Chlorhexidine gluconate (A) Mouth rinse with the solution provided|Other: Hydrogen peroxide (B) Mouth rinse with the solution provided|Other: Betadine (C) Mouth rinse with the solution provided|Other: Alcohol mouthwash (Listerine) (D) Mouth rinse with the solution provided,https://ClinicalTrials.gov/show/NCT04719208
1709,Safety and Immunogenicity Study of 2019-nCoV Vaccine (mRNA-1273) for Prophylaxis of SARS-CoV-2 Infection (COVID-19),Biological: mRNA-1273,https://ClinicalTrials.gov/show/NCT04283461
1710,Sustained Immunity to SARS-CoV-2,Diagnostic Test: Serologic immunoassays to SARS-CoV-2 antibodies,https://ClinicalTrials.gov/show/NCT04562285
1711,MAVIPAN: My Life and the COVID-19 Pandemic,"Other: No intervention, this is an observational study that uses validated questionnaires and qualitative interviews..",https://ClinicalTrials.gov/show/NCT04575571
1712,Safety and Immunogenicity Study of a SARS-CoV-2 (COVID-19) Variant Vaccine (mRNA-1273.351) in Naïve and Previously Vaccinated Adults,Biological: mRNA-1273|Biological: mRNA-1273.351,https://ClinicalTrials.gov/show/NCT04785144
1713,Conjunctival Swab vs Nasopharyngeal Swab in Patients With COVID-19,Diagnostic Test: Conjunctival swab and nasopharyngeal swab,https://ClinicalTrials.gov/show/NCT04444596
1714,Photodynamic Therapy for the Treatment of COVID-19,Procedure: photobiomodulation and photodynamic therapy,https://ClinicalTrials.gov/show/NCT04416113
1715,Nasal and Pulmonary Nitric Oxide Output in COVID-19 Infection,,https://ClinicalTrials.gov/show/NCT04728919
1716,Direct and Indirect Impact of COVID-19 In Older Populations,,https://ClinicalTrials.gov/show/NCT04381312
1717,"Trial Evaluating Efficacy and Safety of Anticoagulation in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort",Drug: Tinzaparin or unfractionated heparin,https://ClinicalTrials.gov/show/NCT04344756
1718,A Study to Evaluate the Safety and Efficacy of Tocilizumab in Patients With Severe COVID-19 Pneumonia,Drug: Tocilizumab (TCZ)|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04320615
1719,Bronchiactasis as Atypical Presentation in COVID-19,,https://ClinicalTrials.gov/show/NCT04910113
1720,BCG Vaccination for Healthcare Workers in COVID-19 Pandemic,Biological: Bacille Calmette-Guérin (BCG)|Other: Placebo Comparator,https://ClinicalTrials.gov/show/NCT04379336
1721,A Trial Looking at the Use of Camostat to Reduce Progression of Symptoms of Coronavirus (COVID-19) in People Who Have Tested Positive.,Drug: Camostat,https://ClinicalTrials.gov/show/NCT04455815
1722,"A Phase 3 Study to Evaluate the Safety, Tolerability, and Immunogenicity of Multiple Production Lots and Dose Levels of BNT162b2 RNA-Based COVID-19 Vaccines Against COVID-19 in Healthy Participants",Biological: BNT162b2|Biological: BNT162b2.B.1.351,https://ClinicalTrials.gov/show/NCT04713553
1723,Trial to Determine the Efficacy/Safety of Plitidepsin vs Control in Patients With Moderate COVID-19 Infection,Drug: Plitidepsin|Drug: Dexamethasone|Drug: Remdesivir,https://ClinicalTrials.gov/show/NCT04784559
1724,AiM Covid Self Monitoring,Other: Other,https://ClinicalTrials.gov/show/NCT04425044
1725,SARS-CoV-2 /COVID-19 Admission Screening in a University Hospital Setting,Diagnostic Test: Testing for SARS-CoV-2,https://ClinicalTrials.gov/show/NCT04519372
1726,A Study to Evaluate the Efficacy and Safety of Tocilizumab in Hospitalized Participants With COVID-19 Pneumonia,Drug: Placebo|Drug: Tocilizumab,https://ClinicalTrials.gov/show/NCT04372186
1727,Clinical Trial to Assess Efficacy of cYclosporine Plus Standard of Care in Hospitalized Patients With COVID19,Drug: Cyclosporine|Drug: Standard treatment,https://ClinicalTrials.gov/show/NCT04392531
1728,Efficacy and Safety of Ivermectin and Doxycycline in Combination or IVE Alone in Patients With COVID-19 Infection.,Drug: Ivermectin + Doxycycline + Placebo|Drug: Ivermectin + Placebo|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04407130
1729,"Trial Evaluating Efficacy and Safety of Bevacizumab (Avastin®/Zeribev®) in Patients With COVID-19 Infection, Nested in the Corimmuno-19 Cohort",Drug: Bevacizumab Injection,https://ClinicalTrials.gov/show/NCT04344782
1730,Risk of COVID-19 Infection After Vaccination,"Other: The COVID-19 vaccines BNT162b2, mRNA-1273 and ChAdOx1",https://ClinicalTrials.gov/show/NCT04848441
1731,Covid-19 Epidemic Lockdown Impact on Psychomotor Performance,,https://ClinicalTrials.gov/show/NCT04761718
1732,Tele-coaching in Patients With COVID-19,Other: Exercise,https://ClinicalTrials.gov/show/NCT04791072
1733,Mineralocorticoid Receptor Antagonist and Pulmonary Fibrosis in COVID-19.,Drug: Canrenoate Potassium|Drug: Normal Saline,https://ClinicalTrials.gov/show/NCT04912011
1734,A Study to Evaluate the Safety and Efficacy of MSTT1041A (Astegolimab) or UTTR1147A in Patients With Severe COVID-19 Pneumonia,Drug: MSTT1041A|Drug: MSTT1041A-matched Placebo|Drug: UTTR1147A|Drug: UTTR1147A-matched Placebo,https://ClinicalTrials.gov/show/NCT04386616
1735,the Impact of Covid-19 Pandemic Stress on Pregnancy Outcomes,Device: covid 19 on pregnancy outcomes,https://ClinicalTrials.gov/show/NCT04839068
1736,Defibrotide in COVID-19 Pneumonia,Drug: Defibrotide Injection,https://ClinicalTrials.gov/show/NCT04335201
1737,A Research Study to Evaluate the Benefits of a Self-management Booklet to Promote Wellbeing During the COVID-19 Pandemic,Behavioral: Self-management booklet (SWitCh: Stay well during COVID-19),https://ClinicalTrials.gov/show/NCT04408157
1738,COVID-19 Risk From Attending Outpatient Radiology Appointments,Other: Observational,https://ClinicalTrials.gov/show/NCT04544176
1739,A Study to Investigate Intravenous Tocilizumab in Participants With Moderate to Severe COVID-19 Pneumonia,Drug: Tociliuzumab,https://ClinicalTrials.gov/show/NCT04363736
1740,Professional's Health in Epidemiological Crisis Covid-19,"Other: Immune response monitoring , blood samples",https://ClinicalTrials.gov/show/NCT04885478
1741,Oral Prednisone Regimens to Optimize the Therapeutic Strategy in Patients With Organizing Pneumonia Post-COVID-19,Drug: Prednisone,https://ClinicalTrials.gov/show/NCT04534478
1742,Detection of COVID-19 Using Breath Analysis - Validation Study,Diagnostic Test: Breath Biopsy Analysis,https://ClinicalTrials.gov/show/NCT04602949
1743,Prognosis and Course of COVID-19 Infection in Hospitalised Patients,Diagnostic Test: Chitotriosidase activity,https://ClinicalTrials.gov/show/NCT04752085
1744,Psychological Intervention for Parent-child Relationship and Couple Relationship Under COVID-19 in China,Behavioral: Cognitive and behavioral intervention.|Behavioral: Problem-solving and relationship improvement intervention.,https://ClinicalTrials.gov/show/NCT04463433
1745,Detection of SARS-CoV-2 (COVID-19) by SERS Spectroscopy Combined With Artificial Intelligence,,https://ClinicalTrials.gov/show/NCT04786197
1746,Extraordinary Measures for Egyptian Children With Hemato-Oncological Disorders During COVID-19 Pandemic,,https://ClinicalTrials.gov/show/NCT04404244
1747,Treatment of SARS Caused by COVID-19 With Ruxolitinib,Drug: Ruxolitinib Oral Tablet,https://ClinicalTrials.gov/show/NCT04334044
1748,Azithromycin+Amoxicillin/Clavulanate vs Amoxicillin/Clavulanate in COVID19 Patients With Pneumonia in Non-intensive Unit,Combination Product: Azithromycin with amoxicillin/clavulanate|Drug: amoxicillin/clavulanate,https://ClinicalTrials.gov/show/NCT04363060
1749,Corticosteroid Nasal Spray in COVID-19 Anosmia,Drug: mometasone furoate nasal spray,https://ClinicalTrials.gov/show/NCT04484493
1750,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Post-Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses in Elderly Residents of Long-Term Care Facilities (LTCF),Drug: Nitazoxanide|Drug: Placebo|Dietary Supplement: Vitamin Super B-Complex,https://ClinicalTrials.gov/show/NCT04343248
1751,Sarilumab Treatment In cytoKinE Storm Caused by Infection With COVID-19,Drug: Sarilumab,https://ClinicalTrials.gov/show/NCT04661527
1752,Evaluation of a Screening Program for SARS-CoV-2 Infection in the General Population Based on the Use of New Detection Approaches or for Diagnostic Orientation on Saliva,Diagnostic Test: Nasopharyngeal swab|Diagnostic Test: Saliva sample|Diagnostic Test: axillary sweat sample|Other: Data collection,https://ClinicalTrials.gov/show/NCT04578509
1753,Study to Evaluate the Efficacy and Safety of Leronlimab for Mild to Moderate COVID-19,Drug: Placebos|Drug: Leronlimab (700mg),https://ClinicalTrials.gov/show/NCT04343651
1754,Assessment of Efficacy and Safety of Therapy With COVID-19 Convalescent Plasma in Subjects With Severe COVID-19 (IPCO),Biological: COVID-19 convalescent plasma,https://ClinicalTrials.gov/show/NCT04712344
1755,COVID-19 Infection Control Using H2O2 Mouth Wash and Nasal Spray,Device: Hydrogen peroxide|Device: Placebo,https://ClinicalTrials.gov/show/NCT04878042
1756,Progesterone for the Treatment of COVID-19 in Hospitalized Men,Drug: Progesterone 100 MG,https://ClinicalTrials.gov/show/NCT04365127
1757,Treatment With Pirfenidone for COVID-19 Related Severe ARDS,Drug: Pirfenidone|Other: Standard of care,https://ClinicalTrials.gov/show/NCT04653831
1758,Description of Ophthalmologic Injuries in Intensive Care During the SARS-CoV2 Epidemic - COVID19,Procedure: Ophthalmologic exam,https://ClinicalTrials.gov/show/NCT04385810
1759,Investigation the Effect of Montelukast in COVID-19,Drug: Montelukast Oral Tablet|Drug: Montelukast plus Favicovir (Favipiravir)|Drug: Favicovir (Standard Treatment),https://ClinicalTrials.gov/show/NCT04718285
1760,Covid-19 Pandemic: Patients' Experience in T1D,Other: Online survey,https://ClinicalTrials.gov/show/NCT04384471
1761,Study of LAU-7b for the Treatment of COVID-19 Disease in Adults,Drug: LAU-7b|Drug: Placebo oral capsule,https://ClinicalTrials.gov/show/NCT04417257
1762,The Use of Amantadine in the Prevention of Progression and Treatment of COVID-19 Symptoms,Drug: Amantadine Hydrochloride|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04854759
1763,Efficacy and Safety of Corticosteroids in COVID-19,Drug: Methylprednisolone,https://ClinicalTrials.gov/show/NCT04273321
1764,Immunological Profiling of Patients With COVID-19 in Respiratory Distress,Other: Immunological profiling,https://ClinicalTrials.gov/show/NCT04351711
1765,The Efficacy and Safety of Thalidomide in the Adjuvant Treatment of Moderate New Coronavirus (COVID-19) Pneumonia,Drug: thalidomide|Drug: placebo,https://ClinicalTrials.gov/show/NCT04273529
1766,The Efficacy and Safety of Thalidomide Combined With Low-dose Hormones in the Treatment of Severe COVID-19,Drug: placebo|Drug: Thalidomide,https://ClinicalTrials.gov/show/NCT04273581
1767,"A Study to Evaluate The Efficacy, Safety and Immunogenicity of Inactivated SARS-CoV-2 Vaccines (Vero Cell) in Healthy Population Aged 18 Years Old and Above",Biological: Inactivated SARS-CoV-2 Vaccine (Vero cell)|Biological: Placebo,https://ClinicalTrials.gov/show/NCT04510207
1768,Differential Leucocyte Count and Covid-19 Diagnosis,Diagnostic Test: Differential Leucocyte Count (CLDC) device and algorithm,https://ClinicalTrials.gov/show/NCT04643860
1769,Low Dose Radiation Therapy for Covid-19 Pneumonia,Radiation: Low dose radiation therapy,https://ClinicalTrials.gov/show/NCT04394793
1770,Assiut University Registry for ACS Patients During COVID-19 Pandemic,,https://ClinicalTrials.gov/show/NCT04691609
1771,Wearable Sensor to Monitor COVID-19 Like Signs and Symptoms,Device: ADAM Sensor,https://ClinicalTrials.gov/show/NCT04393558
1772,To Evaluate SCTA01 Treatment of High-risk Outpatients With COVID-19,Drug: SCTA01|Other: Placebo,https://ClinicalTrials.gov/show/NCT04709328
1773,National Survey Concerning Vaccination Against COVID-19 in Nursing Homes and Long-Term Care Units,Other: observation,https://ClinicalTrials.gov/show/NCT04779541
1774,One-year Cardiac Follow-up of Patients With COVID-19 Pneumonia,"Diagnostic Test: Evaluation of clinical, instrumental and laboratory diagnostics tests",https://ClinicalTrials.gov/show/NCT04501822
1775,Breath Analysis of Patients Diagnosed With COVID-19 Using Infrared Spectroscopy,,https://ClinicalTrials.gov/show/NCT04867213
1776,Trial to Evaluate the Efficacy and Safety of Nitazoxanide (NTZ) for Pre- and Post Exposure Prophylaxis of COVID-19 and Other Viral Respiratory Illnesses (VRI) in Healthcare Workers and Others at Increased Risk of SARS-CoV-2 Infection,Drug: Nitazoxanide|Drug: Placebo|Dietary Supplement: Vitamin Super B-Complex,https://ClinicalTrials.gov/show/NCT04359680
1777,Expressive Writing for COVID-19 Resilience for Parents,Behavioral: Expressive writing,https://ClinicalTrials.gov/show/NCT04589117
1778,A Study to Evaluate the Efficacy and Safety of Remdesivir Plus Tocilizumab Compared With Remdesivir Plus Placebo in Hospitalized Participants With Severe COVID-19 Pneumonia,Drug: Remdesivir|Drug: Tocilizumab|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04409262
1779,Study of Efficacy and Safety of DV890 in Patients With COVID-19 Pneumonia,Drug: DFV890|Drug: Standard of Care (SoC),https://ClinicalTrials.gov/show/NCT04382053
1780,D-dimer Levels in Pregnant With COVID-19,Other: Blood D-dimer assay,https://ClinicalTrials.gov/show/NCT04389554
1781,Hydroxychloroquine as Post-Exposure Prophylaxis Against COVID-19 Infection,Drug: Hydroxychloroquine|Dietary Supplement: Vitamin D,https://ClinicalTrials.gov/show/NCT04372017
1782,Registry of Seraph®-100 Microbind® Affinity Blood Filter for COVID-19 Under EUA,Device: Seraph®-100 Microbind® Affinity Blood Filter,https://ClinicalTrials.gov/show/NCT04413955
1783,Support for COVID19 Patients at Home,Other: Telecare Group|Other: Control group,https://ClinicalTrials.gov/show/NCT04898179
1784,Early Detection of COVID-19 Using Breath Analysis - Feasibility Study,Diagnostic Test: Breath Biopsy,https://ClinicalTrials.gov/show/NCT04602871
1785,Safety of Remdesivir Treatment in COVID-19 Patients Requiring Hemodialysis,Drug: Remdesivir,https://ClinicalTrials.gov/show/NCT04854837
1786,"Endocrine, Metabolic and Microbiome Influence on the Post COVID-19 Syndrome",,https://ClinicalTrials.gov/show/NCT04860869
1787,Feasibility and Analytic Performance of TestNPass (IVDMD) for CoViD-19 Diagnosis on Saliva Sample,Diagnostic Test: TestNPass,https://ClinicalTrials.gov/show/NCT04654442
1788,Residual SARS-CoV-2 Presence in the Respiratory Tract and Lung Parenchyma (After SARS-CoV-2 Infection or COVID-19),Diagnostic Test: Lung biopsy,https://ClinicalTrials.gov/show/NCT04775134
1789,"Oral Health, Microbial Burden and COVID-19",Other: Swab,https://ClinicalTrials.gov/show/NCT04668911
1790,National Survey of Symptoms of People Aged 70 and Overs Diagnosed With COVID-19,Other: observation,https://ClinicalTrials.gov/show/NCT04343781
1791,Clinical Trial to Evaluate the Efficacy and Safety of an Immunomodulatory Therapy for the Treatment of Patients With Moderate to Severe COVID-19 Infection,Drug: metenkefalin + tridecactide|Drug: The standard of care,https://ClinicalTrials.gov/show/NCT04374032
1792,Brief Informational Intervention for COVID-19 Misinformation Prophylaxis,Behavioral: Brief informational infographic|Behavioral: Placebo control (non-behavioral infographic),https://ClinicalTrials.gov/show/NCT04557241
1793,Convalescent Plasma Transfusion in Severe COVID-19 Patients in Jamaica,Biological: Convalescent Plasma Infusion,https://ClinicalTrials.gov/show/NCT04644198
1794,Silymarin in COVID-19 Patients Admitted to Hospital With Elevated Liver Enzymes,Drug: Silymarin,https://ClinicalTrials.gov/show/NCT04816682
1795,A Study of DWJ1248 in Prevention of COVID-19 Infection After the Exposure of SARS-COV-2,Drug: DWJ1248|Drug: Placebo,https://ClinicalTrials.gov/show/NCT04721535
1796,Prospective Study of Persistent Dyspnea in Recovered COVID-19 Patients,Diagnostic Test: Cardiopulmonary exercise test,https://ClinicalTrials.gov/show/NCT04689490
1797,"Safety, Tolerability, and Pharmacokinetics of SAB-185 in Ambulatory Participants With COVID-19",Biological: SAB-185|Other: Normal Saline,https://ClinicalTrials.gov/show/NCT04469179
1798,Coronavirus-19 (COVID-19) and Related Outcomes in School Aged Children (ABC Health Outcomes in Children),,https://ClinicalTrials.gov/show/NCT04757831
1799,Hemostatic Profile in Patients Affected by COVID-19,Other: Observational study,https://ClinicalTrials.gov/show/NCT04595110
1800,Inhalation Low Dose Radionuclide Therapy in Treatment COVID-19,Radiation: 99mTc-pertechnetate|Radiation: 99mTc-pertechnetate aerosol|Drug: 99mTc-pertechnetate aerosol,https://ClinicalTrials.gov/show/NCT04724538
